"","age","sex","civil_status","education","professional_experience","COMP1","COMP2","COMP3","COMP4","COMP5","CONF1","CONF2","CONF3","CONF4","CONF5","INSE1","INSE2","INSE3","INSE4","INSE5","alene","leder","bransje","kjønn","complexity"
"218",49,2,1,2,"35",1,1,2,3,3,2,1,2,2,2,2,3,2,1,3,TRUE,TRUE,"Annet","mann",10
"219",50,2,5,4,"22",4,4,3,1,5,5,6,5,6,5,1,1,1,1,1,TRUE,TRUE,"Annet","mann",17
"220",54,1,1,2,"42",3,5,1,4,5,6,1,5,2,5,1,1,1,1,1,TRUE,TRUE,"Annet","kvinne",18
"221",50,1,2,3,"27",5,2,6,6,4,6,6,6,4,4,7,1,2,1,7,FALSE,FALSE,"Helse og omsorg","kvinne",23
"222",55,1,3,4,"40",4,6,6,7,7,7,7,7,7,7,7,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",30
"223",56,1,3,4,"34",1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,FALSE,TRUE,"Annet","kvinne",11
"224",50,1,5,3,"28",1,1,1,1,2,1,3,3,3,3,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",6
"225",61,1,3,4,"36",4,4,3,5,2,5,5,6,5,5,2,2,2,2,2,FALSE,FALSE,"Annet","kvinne",18
"226",40,1,2,4,"22",6,6,6,6,7,7,6,6,5,6,2,2,2,2,2,FALSE,TRUE,"Helse og omsorg","kvinne",31
"227",33,1,1,2,"13",2,7,2,4,5,3,3,3,3,3,3,2,3,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",20
"228",39,1,3,3,"16",1,2,1,1,1,4,5,4,4,3,2,2,2,1,1,FALSE,TRUE,"Helse og omsorg","kvinne",6
"229",32,1,3,3,"15",5,6,5,5,5,5,5,5,5,5,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",26
"230",30,2,1,2,"12",3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Annet","mann",14
"231",46,1,3,4,"23",2,2,2,3,2,4,5,6,6,5,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",11
"232",63,2,3,4,"",2,3,4,5,7,2,2,2,2,2,2,2,2,2,2,FALSE,TRUE,"Annet","mann",21
"233",50,1,3,2,"36",5,5,5,6,7,5,5,5,5,5,3,5,5,5,3,FALSE,FALSE,"Helse og omsorg","kvinne",28
"234",34,1,2,2,"20",4,3,2,7,6,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",22
"235",48,2,3,4,"20",6,6,4,2,2,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","mann",20
"236",50,1,3,3,"30",5,5,5,6,6,2,2,2,2,2,3,3,2,1,2,FALSE,FALSE,"Helse og omsorg","kvinne",27
"237",33,2,3,2,"11",4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","mann",11
"238",33,1,1,3,"16",2,2,1,4,2,2,5,5,5,5,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",11
"239",32,1,1,3,"14",6,4,6,6,6,2,2,2,2,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",28
"240",39,1,1,2,"21",4,3,3,2,2,2,4,4,4,4,2,2,2,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",14
"241",43,2,3,3,"8",3,3,3,3,3,2,1,2,2,2,3,6,6,5,5,FALSE,TRUE,"Annet","mann",15
"242",32,1,3,3,"14",4,5,6,6,7,5,4,5,5,3,3,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",28
"243",52,2,3,4,"20",5,5,6,6,6,7,7,7,7,7,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","mann",28
"244",34,1,1,4,"16",4,5,5,7,4,4,1,4,1,4,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",25
"245",33,2,2,2,"15",4,5,4,6,6,4,2,2,3,2,2,2,2,2,2,FALSE,TRUE,"Annet","mann",25
"246",23,2,1,2,"5",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Annet","mann",6
"247",39,2,1,3,"15",5,7,6,7,7,3,2,2,2,2,3,1,1,1,2,TRUE,FALSE,"Helse og omsorg","mann",32
"248",51,1,3,4,"30",1,1,1,1,1,3,2,3,1,2,3,1,1,1,1,FALSE,FALSE,"Annet","kvinne",5
"249",33,1,2,3,"10",5,5,5,7,6,5,5,5,5,5,5,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",28
"250",55,1,1,2,"38",4,4,5,6,4,2,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",23
"251",54,1,5,3,"30",1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",5
"252",63,2,3,4,"40",2,3,2,4,4,4,6,6,5,6,1,1,2,1,1,FALSE,TRUE,"Annet","mann",15
"253",32,1,2,2,"14",3,2,4,6,4,1,1,4,2,4,2,4,1,5,1,FALSE,FALSE,"Helse og omsorg","kvinne",19
"254",40,1,3,3,"10",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",9
"255",49,1,2,2,"26",2,4,3,2,3,5,1,1,1,3,1,2,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",14
"256",30,2,1,3,"13",3,7,4,4,4,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","mann",22
"257",50,2,1,2,"30",4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,TRUE,FALSE,"Helse og omsorg","mann",21
"258",36,1,1,4,"13",6,7,5,7,7,4,1,2,1,1,5,1,5,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",32
"259",30,1,2,4,"6",1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",6
"260",56,1,2,3,"16",6,6,6,6,6,2,2,4,2,3,3,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",30
"261",45,1,1,2,"27",4,2,4,7,6,3,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",23
"262",42,2,3,4,"15",7,7,7,7,7,7,7,7,7,7,3,3,3,2,2,FALSE,FALSE,"Helse og omsorg","mann",35
"263",58,2,3,4,"25",3,2,2,3,4,2,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","mann",14
"264",46,1,3,3,"24",4,4,2,5,5,5,6,6,5,6,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",20
"265",35,2,2,2,"17",4,4,6,6,3,1,2,2,1,2,3,5,6,4,4,FALSE,FALSE,"Helse og omsorg","mann",23
"266",43,1,3,4,"15",1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",6
"267",26,2,2,2,"9",3,5,5,4,2,5,6,5,4,5,1,1,1,1,1,FALSE,FALSE,"Annet","mann",19
"268",41,2,3,4,"",2,1,4,6,6,2,2,2,2,4,2,2,2,2,4,FALSE,FALSE,"Annet","mann",19
"269",42,1,5,2,"20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",5
"270",67,2,3,4,"45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","mann",5
"271",53,1,5,2,"35",4,4,3,4,3,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",18
"272",39,1,2,2,"18",5,7,5,7,7,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",31
"273",30,1,2,2,"10",6,5,7,6,7,5,5,4,4,4,7,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",31
"274",33,1,2,3,"10",5,3,6,6,6,2,1,1,1,1,2,1,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",26
"275",41,1,1,2,"20",3,3,3,5,4,2,2,2,2,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",18
"276",33,2,3,4,"8",4,4,3,5,4,5,4,5,5,5,1,1,1,1,1,FALSE,FALSE,"Annet","mann",20
"277",31,1,2,2,"12",4,6,3,7,5,5,6,7,5,6,2,1,3,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",25
"278",58,1,2,2,"35",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",6
"279",46,1,3,4,"25",5,7,2,7,7,3,4,3,3,2,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",28
"280",28,1,2,3,"1",1,2,3,3,2,1,1,1,1,1,1,1,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",11
"281",58,1,2,3,"30",4,3,4,5,4,3,2,2,2,2,2,4,3,2,4,FALSE,FALSE,"Helse og omsorg","kvinne",20
"282",28,1,2,2,"10",4,3,3,6,5,1,1,1,1,1,1,2,3,2,1,FALSE,FALSE,"Helse og omsorg","kvinne",21
"283",45,1,2,2,"28",6,6,5,6,6,4,3,6,7,7,1,2,2,5,3,FALSE,FALSE,"Helse og omsorg","kvinne",29
"284",54,2,2,2,"35",5,5,5,6,6,5,2,2,2,2,2,1,1,1,1,FALSE,TRUE,"Annet","mann",27
"285",58,2,1,4,"25",5,5,4,6,4,2,2,3,2,2,1,2,3,2,2,TRUE,FALSE,"Annet","mann",24
"286",32,1,3,2,"12",6,7,3,7,6,4,3,5,2,2,4,4,4,5,5,FALSE,FALSE,"Helse og omsorg","kvinne",29
"287",29,1,1,3,"7",2,1,1,3,1,1,4,4,2,3,2,2,2,3,1,TRUE,FALSE,"Annet","kvinne",8
"288",45,2,3,4,"24",4,5,3,6,6,2,5,5,2,4,1,1,1,1,1,FALSE,TRUE,"Annet","mann",24
"289",49,1,1,3,"25",6,7,6,7,7,5,5,5,5,6,6,2,2,2,2,TRUE,FALSE,"Helse og omsorg","kvinne",33
"290",51,1,6,2,"31",3,5,6,6,6,5,5,5,5,5,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",26
"291",32,1,3,3,"13",2,2,2,2,2,2,3,3,3,3,1,1,1,1,1,FALSE,TRUE,"Helse og omsorg","kvinne",10
"292",50,1,2,3,"30",2,2,2,5,4,1,1,2,1,1,1,2,4,4,2,FALSE,FALSE,"Helse og omsorg","kvinne",15
"293",49,1,3,4,"25",1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",7
"294",40,1,3,3,"19",6,4,4,7,7,5,3,5,4,4,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",28
"295",42,1,2,3,"24",6,7,5,6,6,5,3,3,3,3,4,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",30
"296",56,1,2,3,"39",5,5,5,7,6,5,5,5,5,6,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",28
"297",37,1,3,4,"6",2,2,2,5,4,2,3,3,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",15
"298",36,1,2,4,"20",1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",5
"299",38,2,2,4,"13",5,5,5,7,6,5,3,3,5,5,2,2,2,2,2,FALSE,FALSE,"Annet","mann",28
"300",51,1,3,3,"26",2,7,2,5,7,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",23
"301",35,1,2,2,"17",6,6,5,7,7,5,5,5,5,5,2,3,2,3,3,FALSE,FALSE,"Helse og omsorg","kvinne",31
"302",65,2,3,4,"35",6,6,5,5,6,4,4,3,3,3,5,3,3,2,4,FALSE,TRUE,"Annet","mann",28
"303",64,2,1,2,"45",2,2,5,6,5,4,2,4,3,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","mann",20
"304",51,1,3,3,"36",7,6,6,7,7,7,7,7,7,7,5,1,1,1,1,FALSE,TRUE,"Helse og omsorg","kvinne",33
"305",58,1,3,4,"34",2,2,2,5,4,5,5,5,4,4,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",15
"306",37,1,3,4,"9",2,4,2,5,5,1,2,2,1,1,5,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",18
"307",65,1,2,2,"1995",6,7,7,7,7,7,4,4,4,4,4,4,4,6,6,FALSE,FALSE,"Helse og omsorg","kvinne",34
"308",44,1,3,2,"25",2,2,2,3,2,4,2,2,2,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",11
"309",38,1,2,4,"20",2,4,1,1,2,1,1,1,1,1,1,1,1,2,1,FALSE,TRUE,"Helse og omsorg","kvinne",10
"310",38,1,2,2,"3",1,1,1,1,1,5,5,6,6,4,1,1,1,3,1,FALSE,FALSE,"Annet","kvinne",5
"311",40,1,2,3,"23",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",10
"312",41,1,3,2,"15",2,2,2,1,1,4,5,6,6,4,1,1,1,1,1,FALSE,TRUE,"Annet","kvinne",8
"313",43,1,2,2,"20",4,4,3,4,4,2,2,2,2,4,2,1,2,1,2,FALSE,TRUE,"Annet","kvinne",19
"314",33,1,1,3,"4",1,1,2,3,1,1,4,5,6,5,2,2,2,1,2,TRUE,FALSE,"Annet","kvinne",8
"315",33,1,3,4,"10",1,1,1,6,2,2,4,5,2,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",11
"316",43,1,1,3,"12",2,2,3,5,2,4,2,7,3,3,1,1,4,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",14
"317",51,1,3,3,"27",4,5,5,5,5,2,1,1,1,1,2,2,2,1,2,FALSE,FALSE,"Helse og omsorg","kvinne",24
"318",30,2,2,3,"11",1,1,1,1,1,1,1,2,1,1,1,3,4,1,1,FALSE,FALSE,"Annet","mann",5
"319",55,1,5,2,"35",2,2,2,3,2,1,1,1,1,1,2,2,2,2,2,TRUE,FALSE,"Annet","kvinne",11
"320",63,1,1,3,"40",1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",7
"321",25,1,1,3,"6",1,2,1,1,1,3,4,3,4,2,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",6
"322",49,1,3,4,"25",1,2,3,5,3,5,5,5,6,6,2,1,1,1,2,FALSE,FALSE,"Annet","kvinne",14
"323",52,2,5,3,"30",5,5,2,2,2,1,2,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","mann",16
"324",39,1,3,3,"20",3,3,2,4,2,2,1,2,1,3,1,1,1,1,1,FALSE,TRUE,"Helse og omsorg","kvinne",14
"325",28,1,1,3,"6",3,4,3,5,5,5,2,2,2,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",20
"326",34,1,3,3,"13",2,2,2,5,2,1,6,6,2,5,1,1,1,1,1,FALSE,TRUE,"Helse og omsorg","kvinne",13
"327",61,1,5,4,"37",2,3,2,6,5,5,4,5,2,4,2,1,2,1,1,TRUE,FALSE,"Annet","kvinne",18
"328",33,1,3,4,"15",2,2,2,4,5,1,1,1,1,1,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",15
"329",55,1,5,4,"33",5,4,4,6,5,4,2,2,2,4,3,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",24
"330",52,1,3,2,"32",4,4,5,6,5,3,4,4,3,3,4,3,3,4,2,FALSE,FALSE,"Annet","kvinne",24
"331",52,1,5,4,"38",2,2,3,5,5,6,7,7,7,7,4,3,5,1,4,TRUE,FALSE,"Annet","kvinne",17
"332",62,1,3,2,"40",5,4,4,6,6,4,4,4,2,2,2,4,4,4,4,FALSE,FALSE,"Helse og omsorg","kvinne",25
"333",45,1,2,3,"30",5,6,5,6,4,2,2,1,1,1,1,2,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",26
"334",32,1,1,4,"7",5,3,5,5,4,5,3,4,4,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",22
"335",33,1,3,2,"13",1,1,2,6,4,2,1,2,2,7,1,1,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",14
"336",46,1,3,4,"17",3,4,5,7,7,7,6,6,6,5,2,2,2,1,2,FALSE,FALSE,"Helse og omsorg","kvinne",26
"337",42,1,3,2,"19",5,5,2,5,2,5,5,6,6,6,3,2,2,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",19
"338",49,2,2,2,"35",6,6,4,6,6,7,6,6,6,6,4,5,5,3,5,FALSE,TRUE,"Annet","mann",28
"339",39,1,2,4,"14",2,6,5,6,6,1,1,4,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",25
"340",38,1,3,4,"16",5,7,3,5,4,5,2,2,2,4,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",24
"341",38,1,3,4,"6",5,6,4,4,2,3,4,6,3,3,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",21
"342",34,1,3,3,"17",1,2,3,2,4,4,4,5,2,4,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",12
"343",27,1,2,3,"9",4,6,5,7,7,4,5,5,5,5,5,3,5,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",29
"344",41,1,3,4,"17",3,3,2,2,2,2,2,2,2,2,3,1,2,1,1,FALSE,TRUE,"Helse og omsorg","kvinne",12
"345",63,2,3,4,"40",7,6,2,6,3,1,3,6,2,2,3,3,2,1,1,FALSE,TRUE,"Annet","mann",24
"346",49,1,5,4,"25",5,6,7,7,7,7,6,6,5,6,1,1,1,1,1,TRUE,TRUE,"Annet","kvinne",32
"347",39,1,5,3,"14",5,2,2,4,2,2,2,2,2,2,2,2,2,2,2,TRUE,FALSE,"Helse og omsorg","kvinne",15
"348",31,1,2,4,"12",4,7,6,7,6,6,5,4,5,5,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",30
"349",43,1,3,3,"14",7,7,6,7,7,2,1,1,3,3,3,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",34
"350",40,1,6,4,"16",1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,TRUE,TRUE,"Annet","kvinne",5
"351",52,1,3,3,"20",1,1,1,1,1,1,5,5,4,5,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",5
"352",43,2,3,3,"24",2,2,1,3,4,3,4,5,4,4,2,2,2,2,1,FALSE,FALSE,"Annet","mann",12
"353",44,1,3,4,"20",4,6,7,2,2,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",21
"354",40,1,3,4,"13",1,1,1,2,2,2,2,3,3,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",7
"355",36,1,1,3,"11",3,6,2,4,5,4,2,5,3,2,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",20
"356",38,2,3,4,"10",2,2,4,2,2,2,2,2,2,2,1,2,2,1,1,FALSE,TRUE,"Annet","mann",12
"357",32,1,2,3,"12",3,7,7,7,7,3,3,3,3,3,3,2,3,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",31
"358",41,1,2,3,"17",4,3,3,2,2,5,5,5,5,5,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",14
"359",57,2,4,4,"32",5,5,5,6,6,3,2,2,2,2,1,1,1,1,1,TRUE,FALSE,"Annet","mann",27
"360",58,1,3,3,"35",2,2,2,2,2,4,2,4,4,4,2,2,2,2,2,FALSE,TRUE,"Annet","kvinne",10
"361",32,1,2,4,"9",4,5,4,7,7,2,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",27
"362",29,1,2,4,"10",4,2,5,7,7,7,6,6,4,7,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",25
"363",51,1,3,3,"15",5,5,4,5,5,3,2,2,2,3,3,3,3,1,2,FALSE,FALSE,"Annet","kvinne",24
"364",36,1,3,4,"10",5,6,6,6,6,2,1,1,1,2,4,2,2,1,2,FALSE,FALSE,"Helse og omsorg","kvinne",29
"365",50,1,1,3,"26",4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",20
"366",42,1,2,3,"3",1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",10
"367",55,1,3,3,"36",2,2,2,6,4,2,2,2,2,2,2,2,2,2,1,FALSE,FALSE,"Helse og omsorg","kvinne",16
"368",54,1,3,2,"30",5,6,5,4,5,6,2,4,2,5,6,6,6,7,6,FALSE,FALSE,"Helse og omsorg","kvinne",25
"369",49,1,3,4,"25",2,2,2,3,4,2,2,2,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",13
"370",51,1,2,2,"30",2,1,1,1,1,2,1,1,1,1,7,7,7,7,7,FALSE,FALSE,"Annet","kvinne",6
"371",45,1,3,4,"25",2,4,3,4,6,2,4,5,5,5,2,2,2,2,2,FALSE,FALSE,"Annet","kvinne",19
"372",57,1,2,3,"30",6,4,3,6,4,2,2,2,2,2,1,1,2,2,1,FALSE,FALSE,"Helse og omsorg","kvinne",23
"373",26,1,1,3,"8",3,5,4,4,2,3,3,2,2,2,2,4,4,6,6,TRUE,FALSE,"Helse og omsorg","kvinne",18
"374",41,1,3,2,"28",1,1,5,5,3,6,6,5,5,4,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",15
"375",53,2,3,3,"31",3,2,2,4,2,5,2,6,2,3,2,2,2,2,2,FALSE,FALSE,"Annet","mann",13
"376",51,1,2,3,"30",4,4,5,6,6,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",25
"377",58,1,2,2,"40",6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",30
"378",32,1,1,4,"6,5",5,2,4,5,6,2,1,2,2,2,2,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",22
"379",46,1,3,3,"27",1,1,1,1,1,3,4,4,4,4,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",5
"380",50,1,5,2,"30",7,7,7,7,7,7,7,6,5,5,4,4,4,4,4,TRUE,FALSE,"Helse og omsorg","kvinne",35
"381",32,2,1,4,"5",1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,TRUE,FALSE,"Annet","mann",5
"382",43,2,5,3,"15",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,TRUE,TRUE,"Annet","mann",20
"383",49,1,3,2,"10",4,6,4,6,6,2,2,2,2,2,5,5,4,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",26
"384",31,1,1,2,"13",3,3,6,7,7,4,1,1,1,1,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",26
"385",42,1,2,2,"24",4,6,4,6,6,6,6,7,6,6,5,6,6,6,6,FALSE,FALSE,"Helse og omsorg","kvinne",26
"386",45,1,3,4,"25",2,2,3,2,2,4,3,5,5,5,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",11
"387",29,1,2,3,"9",2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",10
"388",64,1,5,3,"45",6,7,6,7,7,2,2,2,2,2,3,2,2,1,2,TRUE,FALSE,"Helse og omsorg","kvinne",33
"389",29,1,2,2,"11",4,4,5,3,2,1,1,1,1,1,1,1,1,3,1,FALSE,FALSE,"Helse og omsorg","kvinne",18
"390",35,1,3,4,"7",3,1,2,3,1,1,3,4,4,4,2,5,1,5,5,FALSE,FALSE,"Annet","kvinne",10
"391",42,1,2,3,"17",1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",9
"392",24,1,2,3,"4",5,5,5,7,6,2,2,2,2,2,2,4,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",28
"393",43,1,2,2,"15",5,6,6,7,5,2,2,2,2,2,4,2,3,4,2,FALSE,FALSE,"Helse og omsorg","kvinne",29
"394",40,1,1,2,"19",3,5,4,5,4,3,3,3,3,3,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",21
"395",60,1,3,2,"40",6,6,5,7,7,4,2,2,2,2,2,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",31
"396",30,1,2,3,"8",1,1,1,5,5,6,5,6,6,6,6,6,6,6,5,FALSE,FALSE,"Annet","kvinne",13
"397",37,1,3,4,"17",4,5,3,4,3,1,1,1,1,1,2,2,2,1,1,FALSE,FALSE,"Annet","kvinne",19
"398",40,1,2,4,"20",1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,FALSE,FALSE,"Annet","kvinne",7
"399",55,1,3,4,"35",5,5,5,3,3,2,1,1,1,1,2,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",21
"400",59,1,2,2,"40",4,4,4,5,4,2,2,2,2,2,1,1,1,1,1,FALSE,FALSE,"Annet","kvinne",21
"401",38,1,3,3,"8",4,5,5,6,5,6,5,5,5,7,6,7,5,6,6,FALSE,FALSE,"Helse og omsorg","kvinne",25
"402",37,2,3,3,"15",2,2,2,5,5,5,2,5,5,5,2,2,2,2,2,FALSE,TRUE,"Annet","mann",16
"403",56,1,3,3,"30",7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,FALSE,FALSE,"Helse og omsorg","kvinne",35
"404",48,1,2,2,"24",5,5,5,5,5,6,5,5,5,5,4,2,4,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",25
"405",33,1,2,4,"10",2,4,2,5,5,1,2,5,2,2,2,2,2,2,2,FALSE,FALSE,"Annet","kvinne",18
"406",50,1,3,2,"23",4,4,5,7,7,5,5,5,5,5,4,2,2,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",27
"407",36,1,1,3,"12",6,6,6,6,6,4,2,2,4,2,2,2,2,2,6,TRUE,FALSE,"Helse og omsorg","kvinne",30
"408",44,2,3,2,"26",1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,FALSE,FALSE,"Annet","mann",6
"409",32,1,1,3,"9",6,6,6,5,4,6,4,4,4,4,4,4,4,3,3,TRUE,FALSE,"Helse og omsorg","kvinne",27
"410",50,1,1,4,"22",7,7,7,7,7,5,3,2,2,2,2,2,2,2,2,TRUE,FALSE,"Helse og omsorg","kvinne",35
"411",27,1,2,2,"9",6,7,5,7,5,2,3,3,2,3,3,7,7,6,5,FALSE,FALSE,"Helse og omsorg","kvinne",30
"412",54,1,3,4,"30",2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,FALSE,FALSE,"Annet","kvinne",8
"413",43,1,3,2,"26",4,4,3,4,5,5,1,1,1,2,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",20
"414",47,1,2,3,"20",4,4,4,6,5,7,4,6,4,5,3,5,3,4,3,FALSE,FALSE,"Helse og omsorg","kvinne",23
"415",37,1,1,3,"21",2,4,2,6,6,6,5,6,3,5,1,1,1,1,1,TRUE,FALSE,"Helse og omsorg","kvinne",20
"416",37,1,1,4,"5",6,6,6,7,7,4,4,6,6,6,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",32
"417",35,1,1,2,"16",2,2,2,2,3,6,3,5,3,3,1,1,1,1,1,TRUE,FALSE,"Annet","kvinne",11
"418",47,1,3,2,"27",5,6,6,6,5,6,6,6,5,5,4,2,3,2,2,FALSE,FALSE,"Helse og omsorg","kvinne",28
"419",36,1,3,3,"13",3,4,5,4,4,1,1,2,1,1,1,1,1,1,1,FALSE,FALSE,"Helse og omsorg","kvinne",20
