"","Org_num","Alder","Engasjement","Utbrenthet","Overbelastning","Kynisme","Medarbeiderskap","Turnoverintensjon","Informasjonogforutsigbarhet","Medvirkning","Autonomi","Tilbakemelding","Investeringimedarbeiderutvikling","Ledelseskvalitet","Støttefrakolleger","Klarhetimål","Interntsamarbeid","Arbeidspress","Kjønn","Barn_num","Eng1","Eng2","Eng3","Eng4","Eng5","Eng6","Medarb1","Medarb2","Medarb3","Medarb4","Overb1","Overb2","Overb3","Overb4","Kyn1","Kyn2","Kyn3","Turn1","Turn2","Turn3","Info1","Info2","Medv1","Medv2","Medv3","Auto1","Auto2","Auto3","Tilbm1","Tilbm2","Tilbm3","Inv1","Inv2","Inv3","LK1","LK2","LK3","LK4","LK5","Stk1","Stk2","Stk3","Stk4","Stk5","Stk6","Stk7","Kmål1","Kmål2","Kmål3","Ints1","Ints2","Ints3","Ints4","Ints5","Arbp1","Arbp2","Arbp3"
"1",1,NA,2.167,3.71428571428571,3.5,4,4,3,1,2.333,2.333,1,1,2.2,3.857,1.667,2.6,2.667,NA,NA,2,2,2,2,3,2,4,4,4,4,4,2,4,4,4,4,4,3,3,3,1,1,2,1,4,2,2,3,1,1,1,1,1,1,2,2,2,3,2,4,4,3,5,4,4,3,1,1,3,2,1,4,4,2,3,2,3
"2",1,NA,2.333,4.28571428571429,4.75,3.66666666666667,2.5,4,2.5,3.667,4,1,3,1.4,2,2.667,2.8,4.667,NA,NA,2,2,3,2,3,2,3,2,2,3,5,4,5,5,4,4,3,4,4,4,3,2,3,3,5,4,4,4,1,1,1,3,3,3,1,1,3,1,1,2,2,3,2,1,2,2,3,2,3,2,3,3,3,3,5,4,5
"3",1,NA,2.667,4.14285714285714,4.25,4,4.25,5,5,3.667,3,3,2,3.2,3.571,4,4.4,3.333,NA,NA,2,3,4,2,4,1,4,4,4,5,5,3,5,4,4,4,4,5,5,5,5,5,4,4,3,3,3,3,3,3,3,1,2,3,2,4,3,5,2,2,2,3,5,5,3,5,4,4,4,4,3,5,5,5,3,4,3
"4",2,NA,3.667,4.57142857142857,4.5,4.66666666666667,4.75,4.333,2,1,1.333,2.333,1,1,2.286,3.333,3.4,5,2,1,2,5,4,2,5,4,5,5,5,4,5,4,4,5,5,5,4,4,4,5,2,2,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,1,1,3,2,1,3,2,3,2,3,2,5,3,3,4,4,3,5,5,5
"5",2,NA,2.667,2.71428571428571,2,3.66666666666667,4.25,1,5,1.333,1.333,2,3,3,2.714,3,3.4,3.333,1,2,3,3,3,2,4,1,4,5,3,5,1,1,3,3,4,4,3,1,1,1,5,5,1,2,1,1,2,1,2,2,2,3,3,3,2,4,3,4,2,3,2,1,3,3,4,3,2,2,5,5,4,4,1,3,2,4,4
"6",2,NA,2.833,3.28571428571429,2.5,4.33333333333333,4.25,5,4.5,1.333,1.667,2.333,3,1.2,3.286,4.333,3.8,3,1,1,3,4,1,2,4,3,4,5,4,4,2,1,4,3,5,3,5,5,5,5,5,4,1,2,1,1,3,1,3,3,1,3,2,4,1,1,1,2,1,3,4,3,4,2,3,4,4,4,5,2,3,5,5,4,3,3,3
"7",1,NA,3,3,3,3,4,3,1,3.667,4,3,1,2.2,2.857,2.333,3,3.333,NA,NA,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,1,1,3,3,5,4,5,3,3,3,3,1,1,1,1,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,4,3,4,3,3
"8",1,NA,3.167,3.42857142857143,3,4,2.5,3,3.5,2.333,3,2,2,2.6,4.571,3,3.8,3.333,NA,NA,3,3,3,3,4,3,2,2,3,3,4,2,4,2,4,4,4,4,3,2,3,4,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,5,5,5,5,5,4,3,3,3,3,5,2,5,4,3,3,4,3
"9",2,NA,3.333,3.57142857142857,3.5,3.66666666666667,4,4.333,3,4,4,2,2,3,4.429,3.667,3.6,3.333,1,2,3,4,4,3,3,3,4,4,4,4,4,3,3,4,4,3,4,4,4,5,4,2,4,4,4,4,4,4,2,2,2,2,2,2,3,3,4,3,2,5,5,4,5,4,4,4,3,3,5,4,4,2,4,4,3,3,4
"10",2,NA,3.333,3.71428571428571,4,3.33333333333333,4.25,4.333,3,1.667,3.667,1,3,1.6,2.429,4.333,4.4,4.667,1,1,3,4,3,3,5,2,4,5,4,4,4,3,5,4,4,3,3,3,5,5,3,3,2,2,1,3,4,4,1,1,1,3,3,3,1,1,2,1,3,2,2,2,3,1,4,3,5,4,4,5,5,4,4,4,4,5,5
"11",1,NA,3.833,1.28571428571429,1.25,1.33333333333333,3.75,1,3,3.667,4.333,3.667,1.667,5,5,1.333,1.4,2.333,NA,NA,3,3,4,5,5,3,4,4,4,3,1,1,1,2,1,2,1,1,1,1,3,3,4,5,2,4,4,5,4,4,3,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,3,1,1,1,1,2,2,3
"12",2,NA,3.333,2.85714285714286,2.5,3.33333333333333,3.25,1,3,3.333,5,1,3,2.8,4,2.667,3.2,2,1,2,4,4,4,3,3,2,4,3,4,2,2,2,2,4,3,3,4,1,1,1,3,3,4,3,3,5,5,5,1,1,1,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,2,2,4,4,3,3,3,3,2,2,2
"13",2,NA,3.5,2.28571428571429,1.75,3,4,3.667,2.5,2.667,2.667,3.333,2.667,3.8,3.714,3.333,3.4,1.667,2,1,4,3,3,4,4,3,4,4,4,4,2,2,1,2,3,3,3,3,4,4,3,2,3,2,3,3,3,2,4,3,3,2,2,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,4,3,4,2,4,4,2,2,1
"14",2,NA,3.667,1.57142857142857,2,1,4,1.667,4,4,4.667,4.667,4,5,4.857,4,5,3.667,1,2,4,4,4,4,3,3,4,4,4,4,2,2,2,2,1,1,1,1,1,3,4,4,4,4,4,4,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,4,4,3
"15",2,NA,3.667,3.57142857142857,4.25,2.66666666666667,4,1.333,3,4.333,4.333,3.333,3,4.8,4.714,4,4,4.667,1,2,4,4,3,4,4,3,3,4,4,5,5,4,4,4,3,3,2,2,1,1,3,3,4,4,5,5,4,4,4,3,3,3,3,3,4,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5
"16",2,NA,3.667,3,2.75,3.33333333333333,4.75,2,3.5,3.333,3.333,3.333,3.333,3.8,4.571,3,3.4,4.333,2,2,4,4,3,4,4,3,5,5,5,4,4,2,3,2,3,4,3,1,1,4,4,3,4,3,3,4,4,2,3,3,4,3,3,4,3,4,4,4,4,5,5,4,5,4,4,5,3,3,3,2,5,3,4,3,4,4,5
"17",1,NA,4,3.42857142857143,4,2.66666666666667,4,2.667,5,3.667,5,5,4.667,5,5,5,4.4,3.333,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,1,5,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,3,3
"18",1,NA,4,1.42857142857143,1.75,1,4.5,1,3,2.667,4,3,2,3.2,3.714,2,3.6,2.333,NA,NA,4,4,4,5,4,3,5,5,4,4,2,2,2,1,1,1,1,1,1,1,3,3,3,2,3,4,4,4,3,3,3,2,2,2,3,4,3,3,3,4,4,3,5,3,4,3,2,2,2,5,3,3,4,3,1,3,3
"19",2,NA,4,1.71428571428571,2,1.33333333333333,4.5,1.333,4,4.667,4,4.333,3.333,5,4.714,4.667,4.8,4,1,2,4,5,4,5,3,3,4,4,5,5,2,2,2,2,1,1,2,2,1,1,4,4,5,5,4,4,5,3,4,5,4,3,4,3,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,5,4,5,3
"20",2,NA,4,1.85714285714286,2,1.66666666666667,4.25,2,4,4.667,3.667,4,3,4.8,4.857,4.333,4.2,2.667,1,2,4,4,4,5,4,3,4,4,4,5,2,1,2,3,1,1,3,1,1,4,4,4,5,4,5,4,4,3,4,4,4,3,3,3,5,5,4,5,5,5,4,5,5,5,5,5,4,4,5,4,4,4,5,4,2,4,2
"21",1,NA,4.167,2.28571428571429,3.25,1,4.75,1,4,3.333,4.333,3,4.667,5,5,5,3.8,5,NA,NA,4,4,4,5,5,3,5,5,4,5,4,3,3,3,1,1,1,1,1,1,4,4,4,4,2,4,5,4,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5
"22",2,NA,4.333,1.28571428571429,1,1.66666666666667,4.25,1,3.5,4,4.333,3.333,3.333,4.4,4.429,3.667,4.2,2.667,2,2,4,4,4,5,5,4,4,4,4,5,1,1,1,1,2,1,2,1,1,1,3,4,4,4,4,4,5,4,3,3,4,3,3,4,4,4,4,5,5,5,5,5,5,4,4,3,4,3,4,4,4,4,4,5,2,4,2
"23",2,NA,4.333,2.85714285714286,3.25,2.33333333333333,4,1,3.5,4.667,2.667,4,3,3.8,3.857,3.333,3.6,3.667,1,1,4,4,5,5,4,4,4,4,4,4,3,3,2,5,3,2,2,1,1,1,3,4,4,5,5,3,3,2,4,4,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3
"24",2,NA,4.333,2.57142857142857,3,2,4.25,1.333,3,2.667,3.333,2.333,2.667,3.2,3.857,3,3.2,5,2,1,4,5,5,4,4,4,4,4,4,5,4,2,2,4,1,2,3,2,1,1,2,4,3,2,3,4,4,2,2,2,3,3,3,2,2,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,5,5,5
"25",1,NA,4.667,1.57142857142857,2,1,5,1,4,4,3,3,4,5,4.857,5,4.6,3,NA,NA,4,5,5,5,5,4,5,5,5,5,3,1,2,2,1,1,1,1,1,1,4,4,5,5,2,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,3,3,3
"26",2,NA,4.667,1,1,1,4.5,1,4,4.667,4.333,4,3.667,4.6,4.714,4,4.2,1.667,1,2,4,5,5,5,5,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,4,4,4,4,4,3,4,4,5,5,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4,5,4,4,1,3,1
"27",1,NA,4.833,2,2,2,4.5,1,3,3.333,4.333,4,3.667,4.2,3.857,2.667,3.4,2.667,1,1,4,5,5,5,5,5,4,5,4,5,2,2,2,2,1,2,3,1,1,1,3,3,5,3,2,4,4,5,4,4,4,4,3,4,4,4,4,5,4,5,2,5,5,4,3,3,2,2,4,5,2,3,4,3,3,3,2
"28",2,NA,3,1.28571428571429,1.5,1,3.5,1,4,5,4.333,3.333,4.333,5,4.857,3.333,4.2,4,2,2,5,5,1,1,4,2,1,4,5,4,2,1,1,2,1,1,1,1,1,1,4,4,5,5,5,5,4,4,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,5,4,4,4,4,5,4,3
"29",2,NA,4.5,2.28571428571429,2.75,1.66666666666667,4.5,1.667,4.5,5,5,3,3,4.4,4.714,3.667,4.4,1.667,1,2,5,4,5,5,4,4,5,5,4,4,2,4,2,3,1,1,3,1,1,3,5,4,5,5,5,5,5,5,3,3,3,3,3,3,5,4,4,5,4,5,5,4,5,5,5,4,3,3,5,4,4,5,5,4,1,3,1
"30",2,NA,4.5,1.42857142857143,1,2,5,1,5,5,4.333,4.333,3.333,5,3.714,3.333,3.4,4.667,2,1,5,5,5,5,4,3,5,5,5,5,1,1,1,1,2,2,2,1,1,1,5,5,5,5,5,4,5,4,4,5,4,3,3,4,5,5,5,5,5,4,4,4,3,3,4,4,4,3,3,4,4,3,3,3,4,5,5
"31",2,NA,4.5,1.42857142857143,1.75,1,4.5,1,4,4.333,4.333,3.667,3,5,4.857,3.333,4,1,2,2,5,5,5,5,4,3,4,5,5,4,1,2,2,2,1,1,1,1,1,1,4,4,4,4,5,4,5,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,3,3,5,4,1,1,1
"32",2,NA,4.5,1.42857142857143,1.5,1.33333333333333,4.75,1,3,4,4,4,2.667,5,4.857,4,3.8,4.333,1,2,5,5,4,5,4,4,5,4,5,5,2,1,1,2,1,1,2,1,1,1,3,3,4,4,4,4,4,4,4,4,4,2,3,3,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,2,5,4,4,5,4
"33",2,NA,4.667,1.28571428571429,1.5,1,3.75,1,4,5,5,4,3.667,4.2,4.714,4.333,4.2,3.667,1,1,5,5,4,5,5,4,4,3,4,4,2,1,1,2,1,1,1,1,1,1,4,4,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,5,4,5,5,5,5,4,5,4,4,4,5,5,5,4,4,3,3,4,4
"34",2,NA,4.667,1,1,1,4.75,1.667,4.5,4.333,5,4.333,3,5,5,3,3.4,3,1,2,5,5,5,5,5,3,4,5,5,5,1,1,1,1,1,1,1,1,1,3,5,4,5,4,4,5,5,5,4,4,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,3,3,3,3
"35",2,NA,4.667,1.28571428571429,1,1.66666666666667,4,1,3.5,4.333,5,3.667,3.333,3.6,4.429,4,4,4.333,1,2,5,5,5,5,5,3,4,4,4,4,1,1,1,1,1,1,3,1,1,1,3,4,5,4,4,5,5,5,4,3,4,3,3,4,4,4,3,4,3,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,3
"36",2,NA,4.667,1.14285714285714,1,1.33333333333333,4.75,3.667,4,4.333,4.667,2,3,4.4,4.571,3.333,3.6,3.667,1,2,5,5,5,5,4,4,5,5,5,4,1,1,1,1,1,1,2,1,5,5,4,4,4,4,5,5,4,5,2,2,2,3,3,3,4,4,5,5,4,5,5,4,4,5,5,4,3,3,4,5,3,2,4,4,4,4,3
"37",2,NA,4.833,1.14285714285714,1.25,1,4.75,2,5,5,4.667,5,4.667,5,5,4.333,5,2.667,1,2,5,5,5,5,5,4,4,5,5,5,1,1,1,2,1,1,1,1,3,2,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,1,5,2
"38",1,NA,5,1.28571428571429,1.25,1.33333333333333,4.5,2,4,3,4.667,4,4.333,5,5,4,5,2,2,1,5,5,5,5,5,5,4,4,5,5,2,1,1,1,1,1,2,2,2,2,4,4,3,4,2,4,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,2,2,2
"39",2,NA,5,1.28571428571429,1.5,1,4.5,1,5,4.333,5,4.333,4,4.2,4.571,5,4.8,1,1,1,5,5,5,5,5,5,4,4,5,5,1,2,1,2,1,1,1,1,1,1,5,5,5,4,4,5,5,5,4,4,5,4,4,4,5,5,2,5,4,5,5,4,4,4,5,5,5,5,5,5,5,4,5,5,1,1,1
"40",2,NA,5,1,1,1,5,3.667,4.5,5,5,3.667,3.667,4.8,5,3.333,5,2,1,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,4,3,4,4,3,4,5,5,4,5,5,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,3,2,1
"41",2,NA,5,1.28571428571429,1.5,1,5,3.667,4,4.667,5,4.333,3,5,4.857,4.667,3.8,4.667,1,2,5,5,5,5,5,5,5,5,5,5,1,1,2,2,1,1,1,1,5,5,4,4,5,5,4,5,5,5,5,4,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,4,4,4,4,5,5,4
"42",2,NA,5,2,2,2,4,1,4,4,3.333,4,3.667,4,4,4,4.4,2,2,2,5,5,5,5,5,5,4,4,4,4,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,2,2,2
"43",2,19,4.167,1.71428571428571,2.25,1,3.5,2.333,2.5,2,5,2,3.667,3,4.857,4,4,2.333,1,2,4,4,4,4,5,4,3,3,4,4,2,2,3,2,1,1,1,1,3,3,2,3,2,2,2,5,5,5,2,2,2,4,4,3,4,3,3,3,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,3,2
"44",2,19,4.333,1.71428571428571,1.75,1.66666666666667,4,2.333,4,4,4,3.333,4,4.2,4.571,3.667,4,2.333,1,2,4,5,4,5,5,3,4,3,4,5,2,1,2,2,2,1,2,1,5,1,4,4,4,3,5,4,4,4,3,3,4,4,4,4,4,5,4,4,4,5,5,4,5,5,4,4,4,3,4,4,4,3,4,5,2,3,2
"45",2,22,4.833,2.42857142857143,2.75,2,4.25,1.333,5,4,4,5,3.667,5,4.857,4,4.6,2.333,2,2,5,5,5,4,5,5,4,4,5,4,2,3,3,3,2,2,2,1,1,2,5,5,4,4,4,4,4,4,5,5,5,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,5,5,5,2,3,2
"46",2,23,3.667,3.28571428571429,3.5,3,3.75,3,2,3,4,3.667,3.667,3.6,3.857,4,3.6,3,1,2,4,4,3,4,4,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,2,2,3,3,3,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,3,3
"47",2,24,4.5,1.14285714285714,1.25,1,4.5,1,4.5,5,4,4,4,3.8,3.857,3,3.4,1.333,2,2,5,5,4,5,5,3,3,5,5,5,2,1,1,1,1,1,1,1,1,1,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,4,4,2,3,4,1,2,1
"48",2,24,4.667,2.71428571428571,3,2.33333333333333,3.75,1,3,3,2.667,4.333,4,3.8,4,3.667,4.2,1.667,2,1,5,5,5,4,4,5,4,4,4,3,2,3,4,3,3,2,2,1,1,1,3,3,4,3,2,3,3,2,4,5,4,4,4,4,3,4,4,4,4,5,4,4,5,3,3,4,4,3,4,4,5,4,4,4,1,2,2
"49",2,25,3,3.85714285714286,5,2.33333333333333,5,4,2,3.667,3.333,1.667,2.667,4,3.571,4,3.4,5,2,2,2,4,2,2,4,4,5,5,5,5,5,5,5,5,2,2,3,4,4,4,2,2,4,4,3,4,3,3,2,2,1,3,3,2,4,3,4,5,4,4,4,3,4,5,3,2,4,4,4,3,3,3,4,4,5,5,5
"50",2,25,3.667,2.42857142857143,2.5,2.33333333333333,4.5,2.333,2,3.333,4.333,1.667,2.667,3.6,3.714,1.667,3.6,2.667,1,2,4,4,4,3,5,2,5,5,4,4,4,2,2,2,3,2,2,2,1,4,2,2,4,2,4,5,4,4,2,1,2,2,2,4,4,4,4,3,3,4,4,4,4,4,4,2,2,2,1,4,2,4,4,4,2,4,2
"51",2,25,3.833,2.14285714285714,1.75,2.66666666666667,3.25,2.333,2,4,4,3,3,3.4,4.429,4.667,4.4,1.333,2,2,4,4,3,4,5,3,3,3,4,3,1,1,1,4,1,2,5,1,3,3,2,2,4,4,4,4,4,4,2,3,4,3,3,3,4,4,4,2,3,4,4,4,5,5,5,4,5,4,5,4,4,5,5,4,1,2,1
"52",2,25,3.833,3,3,3,5,4.333,2,2,3,4,2,4.6,2.714,3.333,3.4,4,1,2,4,5,3,4,4,3,5,5,5,5,3,3,2,4,3,4,2,4,4,5,2,2,2,2,2,3,4,2,4,4,4,2,2,2,4,5,5,4,5,4,4,2,2,1,4,2,4,2,4,4,4,3,3,3,4,4,4
"53",2,25,3.833,4,3.75,4.33333333333333,4.75,3.667,1.5,2,2,3,2,2.4,3.857,2.667,2.4,4,2,2,4,5,4,3,4,3,5,4,5,5,4,3,4,4,4,5,4,3,4,4,1,2,2,2,2,2,2,2,2,3,4,2,2,2,4,2,4,1,1,5,4,4,4,2,4,4,2,2,4,4,2,1,2,3,4,4,4
"54",2,25,4.333,2,2.75,1,3.75,1,2.5,3,4.333,2.333,4,4,3.857,4,4.4,3,1,2,4,4,5,4,5,4,4,4,4,3,3,2,2,4,1,1,1,1,1,1,2,3,3,3,3,4,5,4,2,2,3,4,4,4,3,4,3,5,5,4,4,4,4,3,5,3,4,3,5,5,5,4,4,4,2,4,3
"55",1,25,4.667,1,1,1,3,1,4.5,4,4,4,4.667,5,5,5,5,1.667,2,2,4,5,5,5,5,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,4,5,5,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1
"56",2,25,4.667,1.28571428571429,1.25,1.33333333333333,4.75,1.667,4,4.333,3.667,3.667,4.333,4.8,5,4.333,4.8,2.333,1,2,4,5,5,5,5,4,4,5,5,5,2,1,1,1,1,1,2,1,3,1,4,4,5,3,5,4,4,3,4,4,3,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,1,4,2
"57",2,25,4.667,2.14285714285714,2.5,1.66666666666667,4.25,3.333,4,4,3,3,2,4.6,4.571,3,4,3.667,2,2,4,5,5,4,5,5,4,5,4,4,3,3,1,3,1,1,3,1,4,5,4,4,4,4,4,2,4,3,3,3,3,2,2,2,4,4,5,5,5,4,5,4,5,4,5,5,3,2,4,4,4,4,4,4,3,5,3
"58",2,25,3.833,2.14285714285714,2.25,2,4,3,3.5,3.667,3,4.333,3,5,4,3.667,4.2,3.333,2,2,5,4,3,4,4,3,5,4,4,3,2,2,2,3,2,2,2,3,3,3,4,3,4,4,3,3,3,3,4,5,4,2,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,3,4,3
"59",2,25,4.667,1,1,1,5,1,3.5,4.333,4.333,3.667,3.667,4.6,4.429,3,4.8,1.333,2,2,5,5,4,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,5,4,5,4,4,4,5,4,4,3,3,4,4,4,5,4,5,5,4,5,4,4,5,5,4,4,2,3,4,5,5,5,5,1,2,1
"60",2,25,4.833,1,1,1,5,1,5,5,5,4,5,5,5,5,5,1,2,2,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1
"61",2,25,4.833,1.71428571428571,2.25,1,4.5,1,4.5,4.333,4.333,5,4,5,5,4.333,4.6,2.333,2,2,5,5,5,5,5,4,4,4,5,5,2,2,2,3,1,1,1,1,1,1,4,5,5,4,4,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,2,3,2
"62",2,26,1.667,3.85714285714286,4.25,3.33333333333333,3.25,5,2,2,3.667,4,3.667,3.2,3.429,4.667,4.6,3,2,2,2,2,2,2,1,1,3,3,4,3,4,5,4,4,4,4,2,5,5,5,2,2,4,1,1,4,4,3,4,4,4,4,3,4,3,4,3,3,3,3,4,3,4,3,4,3,5,4,5,5,5,5,4,4,3,3,3
"63",1,26,2,5,5,5,4.5,5,1,2.333,2.333,2,1,2.6,3.143,1,2,3,2,2,2,2,2,1,4,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,3,2,2,2,2,2,1,1,1,2,4,3,2,2,4,2,3,5,2,4,2,1,1,1,2,2,2,2,2,3,3,3
"64",2,26,2.5,3.85714285714286,3.25,4.66666666666667,4,4.667,1.5,2,4.333,3.667,2.333,2.4,4.429,3,3.8,3,2,2,2,2,3,2,3,3,4,4,4,4,2,3,4,4,5,4,5,5,4,5,1,2,2,2,2,5,4,4,4,3,4,2,3,2,1,4,2,1,4,5,5,4,5,5,4,3,2,4,3,4,4,3,4,4,2,3,4
"65",2,26,2.667,3.42857142857143,3,4,4,5,2,3,4,3.667,2,3.8,3.714,2.667,3.2,2,2,2,2,3,3,3,3,2,4,4,4,4,3,3,3,3,4,4,4,5,5,5,2,2,3,4,2,4,4,4,3,4,4,2,2,2,4,3,4,4,4,3,4,4,4,4,4,3,2,2,4,3,3,3,4,3,2,2,2
"66",2,26,3.667,3.14285714285714,3.5,2.66666666666667,3.25,3.667,4,4,3,2.667,4.667,4.8,4.571,4,4.8,2.333,2,2,3,4,4,5,4,2,3,4,4,2,4,3,3,4,2,3,3,2,4,5,4,4,4,4,4,4,3,2,3,2,3,5,4,5,5,5,4,5,5,5,5,4,5,4,5,4,4,4,4,5,5,4,5,5,2,3,2
"67",2,26,3.667,3.28571428571429,3,3.66666666666667,3.75,3,2,3,2,3.667,2.667,3,3,2.667,3,3.667,2,2,3,4,4,3,5,3,4,4,3,4,3,2,4,3,4,3,4,3,3,3,2,2,3,3,3,2,2,2,4,4,3,3,3,2,2,4,4,3,2,4,3,4,4,3,2,1,3,2,3,4,3,2,3,3,4,4,3
"68",2,26,3.833,1.85714285714286,2,1.66666666666667,5,3,2,2,4,4,2.333,3.4,3.857,3.333,3.8,2.667,1,2,3,5,4,3,5,3,5,5,5,5,2,2,2,2,2,2,1,3,3,3,2,2,3,2,1,4,4,4,4,4,4,3,2,2,2,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,2,3,3
"69",2,26,3.5,2.42857142857143,2,3,5,3.667,4,4.667,3,3,2.333,4,4.286,3.333,3,3,1,2,4,3,3,4,4,3,5,5,5,5,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,3,3,3,3,3,3,2,2,3,4,4,4,4,4,4,4,4,5,5,4,4,3,3,4,3,3,3,3,3,3,3,3
"70",1,26,3.667,2,1.75,2.33333333333333,3.5,1,2.5,3.333,3.667,3,3.667,3.6,4.429,3.667,3.2,1.667,2,2,4,4,4,5,3,2,4,3,3,4,1,2,1,3,2,2,3,1,1,1,3,2,4,3,3,4,4,3,4,2,3,4,4,3,4,4,3,3,4,4,5,4,5,4,5,4,4,3,4,4,2,3,4,3,2,1,2
"71",2,26,3.667,2.42857142857143,2.25,2.66666666666667,4.5,4,4,3.667,4,4,2,3.6,4,3.667,3.8,3,1,2,4,3,4,4,3,4,4,4,5,5,2,2,2,3,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3
"72",2,26,3.833,2.85714285714286,3,2.66666666666667,5,1.667,3.5,3,4,4,2.333,4.4,5,3,3.2,4,1,2,4,4,4,4,4,3,5,5,5,5,3,3,3,3,3,3,2,1,2,2,4,3,3,3,3,4,4,4,4,4,4,2,2,3,5,5,4,4,4,5,5,5,5,5,5,5,3,3,3,5,2,3,3,3,4,4,4
"73",1,26,4.167,1.57142857142857,2,1,3.75,2,4,3.667,3,4.333,4,4.6,4.571,3.333,3.6,3,1,2,4,4,4,4,5,4,4,4,4,3,3,2,1,2,1,1,1,3,1,2,4,4,5,4,2,3,4,2,4,5,4,4,4,4,5,5,4,4,5,4,5,4,5,5,5,4,3,3,4,4,4,2,4,4,4,3,2
"74",2,26,4.167,2,2,2,4,3,4,3.667,4,4,4,4,5,4,4,4,2,1,4,4,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,5,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
