"","Org_num","Alder","Engasjement","Utbrenthet","Overbelastning","Kynisme","Medarbeiderskap","Turnoverintensjon","Informasjonogforutsigbarhet","Medvirkning","Autonomi","Tilbakemelding","Investeringimedarbeiderutvikling","Ledelseskvalitet","Støttefrakolleger","Klarhetimål","Interntsamarbeid","Arbeidspress","Kjønn","Barn_num","Eng1","Eng2","Eng3","Eng4","Eng5","Eng6","Medarb1","Medarb2","Medarb3","Medarb4","Overb1","Overb2","Overb3","Overb4","Kyn1","Kyn2","Kyn3","Turn1","Turn2","Turn3","Info1","Info2","Medv1","Medv2","Medv3","Auto1","Auto2","Auto3","Tilbm1","Tilbm2","Tilbm3","Inv1","Inv2","Inv3","LK1","LK2","LK3","LK4","LK5","Stk1","Stk2","Stk3","Stk4","Stk5","Stk6","Stk7","Kmål1","Kmål2","Kmål3","Ints1","Ints2","Ints3","Ints4","Ints5","Arbp1","Arbp2","Arbp3"
"2247",2,62,2.5,4.14285714285714,3.5,5,4.25,3.333,4,3.333,1.667,2.333,2,2.8,3.857,4.333,3.8,4,2,2,3,3,3,2,3,1,4,4,4,5,4,4,2,4,5,5,5,5,4,1,4,4,4,3,3,2,2,1,2,2,3,2,2,2,4,3,2,2,3,4,4,4,4,4,3,4,4,4,5,5,3,4,4,3,4,4,4
"2248",2,62,2.667,3.57142857142857,2.5,5,4,3.333,2.5,2,3.333,2,1.667,3,3.143,2.667,2.8,2.667,1,2,3,2,2,2,4,3,4,4,4,4,2,2,3,3,5,5,5,4,3,3,2,3,2,2,2,3,4,3,2,2,2,2,1,2,2,3,2,4,4,3,2,3,4,4,3,3,5,2,1,1,4,3,3,3,3,3,2
"2249",2,62,2.833,3.28571428571429,3,3.66666666666667,4,2.667,3,2,4,1,4,2.6,4,4,3,1.667,2,2,3,3,3,2,3,3,4,4,4,4,3,2,4,3,3,4,4,4,2,2,2,4,2,2,2,4,4,4,1,1,1,4,4,4,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,2,2
"2250",2,62,2.833,3.71428571428571,3.5,4,3.75,2,3,2.333,3.667,2.667,3,2.4,2.857,3.333,3.8,2,1,2,3,3,2,3,3,3,3,4,4,4,4,3,4,3,4,4,4,3,2,1,3,3,3,2,2,3,4,4,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,4,3,5,4,4,3,3,2,2,2
"2251",2,62,3.167,3.42857142857143,3.75,3,3.5,1,4,2.667,4,3.333,4,3.4,3.714,4,3,3,2,2,3,4,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,1,1,1,4,4,3,2,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3
"2252",2,62,3.167,4.14285714285714,4.25,4,3.75,3.333,1.5,1.333,1,3,1.667,1.4,2.429,3,4.2,3,2,2,3,3,3,3,4,3,3,2,5,5,4,4,5,4,3,5,4,2,3,5,1,2,2,1,1,1,1,1,3,3,3,2,1,2,1,1,1,2,2,3,2,2,4,2,2,2,2,2,5,5,1,5,5,5,3,3,3
"2253",1,62,4.167,2.14285714285714,2.25,2,5,2,4.5,4.333,4.667,4.333,3.333,5,4.857,5,4.6,2,2,2,3,4,4,5,5,4,5,5,5,5,3,2,2,2,2,2,2,2,2,2,4,5,5,4,4,5,5,4,4,5,4,3,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,2,2,2
"2254",2,62,NA,2.42857142857143,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,4,4,5,4,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,5,4,4,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255",2,62,3.333,3.14285714285714,3.5,2.66666666666667,4.25,2.667,4,5,5,5,3.333,5,4.429,4,4.2,3.667,1,2,4,3,3,3,4,3,4,5,4,4,4,2,4,4,3,3,2,2,5,1,4,4,5,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,3,4,4
"2256",2,62,3.333,3.14285714285714,2.25,4.33333333333333,3.5,3.667,4,3.333,4,3,3.667,3,4.714,4,3.8,3.667,1,2,4,3,3,3,4,3,3,3,4,4,2,2,2,3,4,4,5,3,5,3,4,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,5,5,4,4,5,5,5,4,4,4,4,4,4,4,3,3,4,4
"2257",2,62,3.333,2,1,3.33333333333333,4.25,3.667,2.5,4,4,2.333,2,3.6,3.714,3,2.8,1,2,2,4,4,3,5,3,1,4,4,5,4,1,1,1,1,4,3,3,3,3,5,3,2,4,4,4,3,4,5,3,2,2,2,2,2,2,5,3,5,3,4,4,4,4,5,3,2,3,3,3,3,3,2,4,2,1,1,1
"2258",2,62,3.5,2.14285714285714,2,2.33333333333333,3.5,1.333,4,3.333,4,3,4,3,3.857,3.333,3.2,3,2,2,4,4,3,3,4,3,3,3,4,4,2,2,2,2,1,3,3,2,1,1,4,4,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3
"2259",2,62,3.5,3.14285714285714,2.5,4,4,3.333,2,3.333,4,3.333,2,3.8,3.571,2.333,3.6,3,1,2,4,4,3,4,3,3,4,4,4,4,3,2,3,2,4,4,4,4,4,2,2,2,4,3,3,4,4,4,4,3,3,2,2,2,3,4,4,4,4,4,4,3,3,4,4,3,2,2,3,4,4,3,4,3,3,3,3
"2260",2,62,3.667,1.71428571428571,1.5,2,4,1.667,3,3,4,2.667,3,4,3.714,4,3.4,1.333,2,2,4,4,4,4,4,2,4,3,5,4,1,1,2,2,2,2,2,2,2,1,2,4,4,2,3,4,4,4,2,3,3,3,3,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,2,1,1
"2261",2,62,3.667,2.57142857142857,3.25,1.66666666666667,5,2.667,3,3,4,3,3.667,1.6,3.429,3.333,4.6,3,2,2,4,4,4,4,4,2,5,5,5,5,3,3,4,3,1,3,1,2,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,1,1,2,1,3,4,4,3,4,4,3,2,3,3,4,5,5,4,4,5,3,3,3
"2262",1,62,3.833,1.57142857142857,2,1,3.75,1,4,4,5,4,3.333,4.2,4.143,3,3.4,3.333,2,2,4,4,4,4,4,3,4,3,4,4,2,2,2,2,1,1,1,1,1,1,4,4,5,5,2,5,5,5,4,4,4,3,3,4,3,5,4,4,5,4,4,4,5,4,4,4,3,3,3,5,3,3,3,3,4,4,2
"2263",2,62,3.833,1.85714285714286,2.25,1.33333333333333,4,1,4,4.667,5,2.333,4.667,3.4,4.714,4.667,4,4.333,2,2,4,4,4,5,4,2,4,4,4,4,3,2,2,2,1,1,2,1,1,1,4,4,5,5,4,5,5,5,2,2,3,5,5,4,4,4,4,3,2,5,5,4,5,5,5,4,4,5,5,5,4,3,4,4,4,4,5
"2264",2,62,3.833,2.14285714285714,2.25,2,3.75,3,3.5,3,4,4,5,4.4,4.143,5,3.8,3,2,2,4,4,4,4,4,3,4,3,4,4,2,2,2,3,2,2,2,3,3,3,3,4,3,3,3,4,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,3,5,3,5,3,5,5,5,4,3,3,4,5,3,3,3
"2265",2,62,3.833,2.57142857142857,2.5,2.66666666666667,4,1,3,4,3.667,3,3.333,3,3.714,2.667,4.2,4.333,2,2,4,4,4,4,4,3,4,4,4,4,3,2,3,2,2,3,3,1,1,1,3,3,4,4,4,4,4,3,3,3,3,4,3,3,4,2,3,3,3,4,4,3,4,3,4,4,2,2,4,5,4,4,4,4,3,5,5
"2266",2,62,3.833,2.71428571428571,4,1,5,5,2,2.333,5,3,2,4.6,4.857,2.667,4,5,1,1,4,4,4,4,4,3,5,5,5,5,4,4,4,4,1,1,1,5,5,5,2,2,3,2,2,5,5,5,3,3,3,2,2,2,4,4,5,5,5,5,5,5,5,5,5,4,2,2,4,4,4,4,4,4,5,5,5
"2267",2,62,4,1.71428571428571,1.75,1.66666666666667,4.25,1,2,4.667,4,3.333,2,4.8,4.714,3.667,3.8,3,2,2,4,4,4,5,4,3,4,4,5,4,2,2,1,2,2,2,1,1,1,1,2,2,5,5,4,4,4,4,3,3,4,2,2,2,5,4,5,5,5,5,5,5,5,5,4,4,3,3,5,4,4,3,4,4,3,3,3
"2268",2,62,4.167,1,1,1,3.75,1,4,5,3.667,2.333,3.667,3.2,4.429,2.667,4,3.667,2,2,4,5,5,4,4,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,4,4,3,2,2,3,4,3,4,2,4,3,4,3,4,4,4,5,4,5,5,2,2,4,3,4,5,4,4,4,4,3
"2269",2,62,4.167,2.42857142857143,1.5,3.66666666666667,4.25,1,1,2.333,3.667,3,2.333,2.8,4.571,2,2.6,3.667,2,2,4,4,4,5,4,4,4,4,5,4,1,1,3,1,3,3,5,1,1,1,1,1,2,2,3,4,4,3,3,3,3,3,2,2,3,3,3,3,2,5,5,5,5,4,4,4,2,2,2,3,3,2,3,2,3,5,3
"2270",2,62,4.5,1.42857142857143,1.5,1.33333333333333,5,1.333,4.5,5,5,3.667,4.667,4.6,4.857,4,4.8,3.333,1,2,4,5,5,5,4,4,5,5,5,5,2,1,1,2,1,2,1,2,1,1,4,5,5,5,5,5,5,5,4,3,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,5,5,3,3,4
"2271",2,62,4.5,1.14285714285714,1.25,1,4.5,1,4.5,5,4.333,4,4.667,4.4,4.571,4.333,4.6,2.333,1,2,4,5,5,5,4,4,4,4,5,5,1,1,1,2,1,1,1,1,1,1,5,4,5,5,5,4,4,5,4,4,4,5,5,4,5,4,4,4,5,4,5,5,4,5,5,4,4,4,5,5,4,4,5,5,2,3,2
"2272",2,62,4.667,1.14285714285714,1.25,1,4.75,1,4.5,5,5,3.667,4.667,4,5,4,4.4,3.667,2,2,4,5,5,5,5,4,5,4,5,5,1,1,1,2,1,1,1,1,1,1,4,5,5,5,5,5,5,5,4,3,4,5,5,4,5,4,3,4,4,5,5,5,5,5,5,5,3,4,5,4,4,5,5,4,4,4,3
"2273",2,62,4.667,1,1,1,3.5,1,4,5,5,4,3.333,4.8,5,4.667,4.2,1,2,2,4,5,4,5,5,5,4,3,4,3,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,4,4,4,3,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,1,1,1
"2274",2,62,4.667,1,1,1,5,1.667,4,4.667,4,4,4.333,4,5,4.333,4.6,3.667,1,2,4,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,3,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,3,4,4
"2275",2,62,4.333,1.28571428571429,1.5,1,5,1,3.5,3.667,4,4,4,5,5,4.333,4,2.667,2,2,5,5,4,4,4,4,5,5,5,5,2,2,1,1,1,1,1,1,1,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,3,3,2
"2276",2,62,4.333,1.85714285714286,1.5,2.33333333333333,4.75,3,4,3.333,4.333,4.667,3.333,5,4.429,4,4,3.667,2,2,5,4,4,4,5,4,5,5,5,4,2,2,1,1,1,3,3,4,4,1,4,4,4,2,4,5,4,4,5,5,4,3,3,4,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,3,4,5,4,4,3
"2277",2,62,4.333,1.42857142857143,1.75,1,4.25,1,4.5,4.667,4,4,2.333,3.8,4.429,4,3.6,2.333,2,2,5,5,5,5,4,2,4,4,4,5,2,1,1,3,1,1,1,1,1,1,4,5,4,5,5,4,4,4,4,4,4,2,2,3,4,4,3,4,4,4,4,4,4,5,5,5,5,3,4,5,4,3,3,3,2,3,2
"2278",2,62,4.5,1.71428571428571,2,1.33333333333333,5,1,4,4,4.333,4.333,4,4.6,4.714,4,3.8,3,1,2,5,4,5,5,4,4,5,5,5,5,2,2,2,2,1,1,2,1,1,1,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,3,3,3,3
"2279",2,62,4.5,2.57142857142857,3.75,1,4.25,3,2,2.333,2.333,2,2,1.4,3.143,2,3.4,4.667,1,2,5,4,5,5,4,4,5,4,4,4,4,3,4,4,1,1,1,2,2,5,2,2,3,2,2,4,1,2,2,2,2,1,2,3,1,1,2,2,1,4,4,4,4,1,3,2,2,2,2,3,3,4,4,3,5,5,4
"2280",2,62,4.667,1.42857142857143,1.75,1,4.75,1,5,5,4.667,4,4.333,5,5,4,4.6,3,1,2,5,5,5,5,4,4,5,4,5,5,2,2,1,2,1,1,1,1,1,1,5,5,5,5,5,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,3,3,3
"2281",2,62,4.667,1.14285714285714,1.25,1,5,1,5,2.333,5,4.667,5,5,5,4.667,4.2,5,1,2,5,5,4,4,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,5,5,5,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5
"2282",2,62,4.833,1,1,1,5,1,5,5,5,4,5,4.8,5,5,5,1.667,2,2,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1
"2283",2,62,4.833,1,1,1,4.5,1,5,4,5,4,4,3.4,4.143,5,4.4,2.333,1,2,5,5,5,5,5,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,5,5,5,4,3,5,4,4,4,4,4,3,3,3,4,5,4,4,4,4,4,5,5,5,5,5,3,4,5,2,3,2
"2284",2,62,4.833,1.14285714285714,1.25,1,5,1,4,4.667,5,5,3.333,5,3,4.333,3.8,3.333,2,2,5,5,5,5,5,4,5,5,5,5,1,1,1,2,1,1,1,1,1,1,4,4,5,5,4,5,5,5,5,5,5,4,3,3,5,5,5,5,5,3,3,3,4,3,3,2,5,4,4,5,4,4,4,2,1,5,4
"2285",2,62,4.833,1,1,1,4.75,1,4,4,4.333,4,3.667,4.6,4.857,3.667,4.8,4,1,2,5,5,5,5,5,4,5,4,5,5,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,5,4,5,5,5,5,5,5,5,4,5,4,3,4,5,5,4,5,5,4,4,4
"2286",2,62,4.833,2.28571428571429,2,2.66666666666667,4,1.667,4,4,4.333,3,3.667,4.8,4.429,3.667,4.2,3.333,2,2,5,5,5,5,5,4,5,1,5,5,2,2,2,2,2,2,4,2,2,1,4,4,4,4,4,4,5,4,3,3,3,3,4,4,5,5,4,5,5,4,5,5,4,4,5,4,4,3,4,5,4,4,4,4,2,4,4
"2287",2,62,5,1.28571428571429,1.5,1,4.75,1,4.5,5,4,5,5,5,5,5,5,1.667,2,2,5,5,5,5,5,5,5,4,5,5,2,2,1,1,1,1,1,1,1,1,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2
"2288",2,62,5,2.14285714285714,3,1,5,1,5,5,4,5,5,5,4.571,4.333,5,3,2,2,5,5,5,5,5,5,5,5,5,5,3,2,4,3,1,1,1,1,1,1,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,3,3,3
"2289",2,62,5,1,1,1,5,1,5,5,5,2.333,5,5,5,5,4.2,2.333,2,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,1
"2290",2,62,5,1.57142857142857,2,1,5,1,5,4,5,4,4.667,5,5,4.333,4.2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,1,1,5,5,4,4,4,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1,5,5,2,2,2
"2291",2,62,5,1.14285714285714,1.25,1,5,1,5,5,4,4.333,4,5,5,4,4.8,3,2,2,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,1,1,1,1,5,5,5,5,5,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,3,3,3
"2292",2,62,5,1,1,1,4.5,1,4,4,5,3.333,4,3,5,3,4.2,3.667,2,2,5,5,5,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,5,5,4,3,3,4,4,4,3,3,3,3,3,5,5,5,5,5,5,5,3,3,3,5,5,3,4,4,4,4,3
"2293",2,63,1,1.57142857142857,2,1,2.5,1,2,3,4,1.667,1,4,3.429,1,2.4,1,2,2,1,1,1,1,1,1,1,3,3,3,1,3,1,3,1,1,1,1,1,1,1,3,3,3,3,4,4,4,1,2,2,1,1,1,4,4,3,5,4,3,4,3,4,3,4,3,1,1,1,1,3,3,3,2,1,1,1
"2294",2,63,1.667,1.71428571428571,1.75,1.66666666666667,1,3.667,1.5,3.667,1,3,3,3.2,3.714,3.333,3.6,4.333,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,5,5,2,1,1,5,5,1,1,1,3,3,3,3,3,3,4,4,2,3,3,4,3,3,4,4,4,4,4,2,4,3,4,3,4,4,3,5,5
"2295",2,63,NA,4.57142857142857,4.5,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,4,3,2,3,4,3,5,5,3,5,5,5,4,4,3,1,3,3,2,2,2,1,1,1,3,3,3,2,2,1,4,5,1,5,4,3,4,2,4,3,2,3,5,5,5,4,3,4,4,4,NA,NA,NA
"2296",2,63,3.333,2.42857142857143,2.5,2.33333333333333,4,1.333,2,3,3,1.667,3.333,2.4,5,3,3.6,3,1,2,3,4,3,4,3,3,3,4,4,5,2,2,3,3,2,3,2,2,1,1,1,3,3,3,3,3,4,2,3,1,1,4,3,3,2,2,3,3,2,5,5,5,5,5,5,5,3,3,3,4,3,3,4,4,3,3,3
"2297",1,63,3.667,2.42857142857143,2.75,2,4.75,1,4,3.333,4.667,3,4,3.6,4,3.667,4.2,2.333,1,2,3,4,4,3,4,4,5,5,4,5,3,3,2,3,2,2,2,1,1,1,4,4,4,3,3,5,5,4,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,2,3,2
"2298",2,63,3.667,2.57142857142857,3.25,1.66666666666667,4.75,4,3,2.333,4,2,2.667,3.6,4.286,3.333,4.2,4,2,2,3,4,4,4,4,3,5,4,5,5,4,3,2,4,1,2,2,2,5,5,2,4,3,2,2,4,4,4,2,2,2,3,3,2,4,4,4,3,3,4,4,4,5,4,5,4,3,3,4,5,4,4,4,4,4,4,4
"2299",2,63,3.667,2.28571428571429,2,2.66666666666667,3.25,2,3,2.667,3.333,2,3,3.4,3.429,3,3.2,2.333,1,2,3,4,4,4,4,3,4,3,3,3,2,2,2,2,2,2,4,2,2,2,3,3,2,3,3,3,4,3,2,2,2,3,3,3,4,4,3,3,3,4,4,3,3,3,4,3,3,3,3,4,3,3,4,2,3,2,2
"2300",2,63,3.833,3.28571428571429,3.5,3,3.75,1,4,3.333,4,2.333,3,3.6,4.143,4,3.4,3,1,2,3,5,4,4,4,3,3,4,4,4,3,3,4,4,3,4,2,1,1,1,4,4,4,3,3,4,4,4,3,2,2,3,3,3,4,4,3,4,3,5,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3
"2301",1,63,3.167,2.85714285714286,2.75,3,3.75,1.667,2,2.667,3,2,2.667,1.2,2.857,3,2.6,4,2,2,4,4,2,3,4,2,4,4,3,4,4,2,4,1,3,3,3,3,1,1,2,2,3,2,3,2,4,3,2,1,3,2,3,3,2,1,1,1,1,5,5,2,3,1,2,2,2,3,4,4,1,2,3,3,4,5,3
"2302",2,63,3.333,2.85714285714286,3.25,2.33333333333333,4,1.333,4,3.333,3.667,3.333,4,4,4.286,4,4,4,1,2,4,4,3,3,4,2,4,4,4,4,3,3,3,4,2,3,2,2,1,1,4,4,3,3,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
"2303",2,63,3.5,1.57142857142857,1.5,1.66666666666667,3,3,4,3.333,2,3.667,1.333,4.4,4.714,3,4,2,2,2,4,4,4,4,3,2,2,2,4,4,2,1,1,2,2,2,1,2,4,3,4,4,4,3,3,2,2,2,4,3,4,1,1,2,4,5,3,5,5,5,5,4,5,5,5,4,2,2,5,4,4,4,4,4,2,2,2
"2304",2,63,3.667,1.85714285714286,1.75,2,4.25,1.667,4,4,4.333,4.667,5,4.8,5,4,5,4,2,2,4,4,3,4,5,2,4,5,4,4,1,1,1,4,2,2,2,2,2,1,4,4,4,4,4,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,4,4
"2305",2,63,3.667,2.28571428571429,3,1.33333333333333,3.75,2.667,3,3.667,4.667,3.333,1.667,4,4.286,3,4.2,5,2,2,4,4,4,3,4,3,3,4,4,4,4,3,1,4,1,1,2,2,3,3,2,4,4,3,4,5,4,5,4,3,3,2,1,2,3,5,4,4,4,4,5,5,4,5,5,2,3,3,3,5,5,3,4,4,5,5,5
"2306",2,63,4,1.85714285714286,1.75,2,3.5,1,4,4.667,5,4,4,5,5,4,4,2.333,2,2,4,4,4,4,4,4,3,3,4,4,2,2,1,2,2,2,2,1,1,1,4,4,5,4,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,2,3,2
"2307",2,63,4,3,3.75,2,3.5,1,5,3.333,5,3,4.667,2.6,4,3.667,4.2,3,2,2,4,4,4,4,4,4,4,3,4,3,4,4,3,4,2,2,2,1,1,1,5,5,3,4,3,5,5,5,2,2,5,5,4,5,2,3,1,3,4,4,5,3,4,4,4,4,4,4,3,4,4,5,5,3,3,3,3
"2308",2,63,4,1,1,1,3.5,3.667,4,4,5,3.667,3,4.2,4.429,3.333,3.6,2.333,2,2,4,4,4,5,4,3,3,4,3,4,1,1,1,1,1,1,1,3,5,3,4,4,4,4,4,5,5,5,4,3,4,3,3,3,4,4,5,4,4,5,5,4,5,4,4,4,3,3,4,4,3,3,4,4,1,3,3
"2309",2,63,4,3.14285714285714,3.25,3,4.25,1.333,3,2,4.667,3.333,3.667,3.6,4.143,3,3.6,4.667,1,2,4,5,4,5,3,3,4,4,4,5,4,3,3,3,3,3,3,2,1,1,3,3,2,2,2,5,4,5,4,4,2,4,3,4,3,4,4,4,3,5,5,4,4,4,4,3,3,3,3,5,3,3,4,3,5,5,4
"2310",2,63,4,1.85714285714286,1.75,2,4.5,2.667,4,1.667,4,3,1,3.8,4,2,3,3,2,2,4,4,4,3,5,4,5,4,4,5,2,2,2,1,2,2,2,2,5,1,4,4,1,2,2,4,4,4,3,2,4,1,1,1,4,4,3,4,4,4,5,4,4,5,2,4,2,2,2,3,3,3,3,3,3,3,3
"2311",1,63,4.167,1,1,1,3.25,1,4,3.667,4,3,3,4,5,4,3.2,3,2,2,4,5,5,4,4,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,5,2,4,4,4,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,3,2,4,3,3,3,3
"2312",2,63,4.167,3,3.25,2.66666666666667,4,2.333,4,4,4.667,3,3,3.8,4.571,4,4.4,5,1,2,4,4,5,5,4,3,4,4,4,4,4,3,3,3,2,2,4,1,5,1,4,4,4,4,4,5,4,5,4,3,2,3,2,4,4,4,2,5,4,4,5,4,5,5,4,5,4,4,4,5,4,4,5,4,5,5,5
"2313",2,63,4.167,1.71428571428571,2,1.33333333333333,4,1,4,4,4,3.667,4,3.8,4,2,4,3.333,1,2,4,4,4,4,5,4,4,4,4,4,2,2,2,2,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,3,3,4
"2314",2,63,4.167,2.14285714285714,3,1,3.75,1.667,2.5,3,3.667,4,3.667,3.6,4,3.667,4,3,2,2,4,4,4,5,5,3,4,3,3,5,3,3,3,3,1,1,1,3,1,1,3,2,1,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,5,5,3,4,3,3,3,3
"2315",2,63,4.333,1.14285714285714,1.25,1,3.75,1,4.5,5,5,3,5,5,5,4,5,2.667,2,2,4,4,4,4,5,5,3,4,4,4,1,1,1,2,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,2,4,2
"2316",2,63,4.333,1.42857142857143,1,2,4.75,3.667,2,2.667,4,4,4,4.8,4.286,1.333,4.4,2.333,1,2,4,4,4,5,5,4,4,5,5,5,1,1,1,1,1,4,1,4,3,4,2,2,4,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,5,5,4,5,3,1,1,2,4,3,5,5,5,1,3,3
"2317",2,63,4.5,1.71428571428571,2.25,1,4.25,2.333,5,5,5,4.667,5,5,5,4.333,4.8,3.333,1,2,4,5,5,4,5,4,4,3,5,5,2,2,2,3,1,1,1,1,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,2,4,4
"2318",2,63,4.667,4,4,4,5,2.667,3,2.333,4.667,2.667,3.333,2.4,3.857,3,3.4,4,1,2,4,4,5,5,5,5,5,5,5,5,4,5,4,3,5,5,2,4,2,2,2,4,3,2,2,5,5,4,3,2,3,3,3,4,2,2,3,3,2,4,4,4,3,4,4,4,2,3,4,2,4,3,4,4,4,4,4
"2319",2,63,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,3,3,3,4,3,3,4,3,3,3,3,3,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA
"2320",2,63,4.5,1.28571428571429,1,1.66666666666667,4.75,1,4,3.667,4.667,3,3.333,3.6,4.286,3.333,4.6,3.333,1,2,5,5,4,5,5,3,4,5,5,5,1,1,1,1,1,1,3,1,1,1,4,4,4,4,3,5,4,5,3,3,3,3,3,4,3,4,3,4,4,4,5,3,5,4,5,4,3,3,4,5,4,4,5,5,2,4,4
"2321",2,63,4.5,3.14285714285714,3,3.33333333333333,5,4.333,1.5,2,4,1,2.667,4,3.429,3,2.6,3.333,2,2,5,5,4,4,5,4,5,5,5,5,4,2,2,4,2,4,4,5,5,3,1,2,2,2,2,4,4,4,1,1,1,4,2,2,3,5,4,4,4,4,4,4,2,4,4,2,4,2,3,4,2,1,3,3,4,4,2
